Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
NSP6	Q00796	SORD	13|10	23	11.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.37	115.0	0.0	11.5	16.88	6.87	8|7	15	7.5	357	DHSO_HUMAN
NSP6	Q14534	SQLE	9|8	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.23	85.0	0.0	8.5	7.76	23.26	9|8	17	8.5	574	ERG1_HUMAN
NSP6	P12931	SRC	19|15	34	17.0	2	0|0|3|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.77	17.0	0.0	16.75	16.38	2.68	11|12	23	11.5	536	SRC_HUMAN
NSP6	P36956	SREBF1	46|46	92	46.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	69.08	460.0	0.0	46.0	20.48	4.25	27|29	56	28.0	1177	SRBP1_HUMAN
NSP6	Q12772	SREBF2	47|42	89	44.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	63.37	445.0	0.0	44.5	20.44	3.8	28|28	56	28.0	1141	SRBP2_HUMAN
NSP6	P08240	SRPRA	145|129	274	137.0	2	10|8|23|21|15|0|0|0|11|10|8|6	1.0	1.0	1.0	1.0	1.0	86.9	6.97	0.0	127.67	109.67	4.82	35|34	69	34.5	610	SRPRA_HUMAN
NSP6	P50502	ST13	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.13	20.0	0.0	2.0	2.84	5.78	2|2	4	2.0	369	F10A1_HUMAN
NSP6	Q13586	STIM1	179|187	366	183.0	2	52|56|43|37|40|0|0|0|42|46|48|45	1.0	1.0	1.0	1.0	1.0	55.41	3.52	0.0	148.92	113.92	4.05	43|44	87	43.5	685	STIM1_HUMAN
NSP6	Q13190	STX5	36|24	60	30.0	2	0|0|4|4|2|0|0|0|5|0|2|0	1.0	1.0	1.0	1.0	1.0	13.95	6.92	0.0	28.58	42.19	2.79	13|14	27	13.5	355	STX5_HUMAN
NSP6	O00186	STXBP3	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.77	3.59	2|2	4	2.0	592	STXB3_HUMAN
NSP6	O15260	SURF4	28|24	52	26.0	2	6|6|2|0|0|0|0|0|6|5|4|4	1.0	1.0	1.0	1.0	1.0	9.81	4.33	0.0	23.25	45.29	2.64	7|7	14	7.0	269	SURF4_HUMAN
NSP6	P51809	VAMP7	4|5	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.71	45.0	0.0	4.5	13.17	6.69	4|4	8	4.0	179	VAMP7_HUMAN
NSP6	P78536	ADAM17	46|45	91	45.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	67.55	455.0	0.0	45.5	28.93	4.13	27|29	56	28.0	824	ADA17_HUMAN
NSP6	Q03519	TAP2	10|8	18	9.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.31	90.0	0.0	9.0	6.71	7.93	4|4	8	4.0	703	TAP2_HUMAN
NSP6	-	PPAN-P2RY11	3|5	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.03	40.0	0.0	4.0	2.64	7.17	3|3	6	3.0	794	SSF1_HUMAN
NSP6	P17987	TCP1	18|16	34	17.0	2	5|0|3|2|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.03	5.1	0.0	16.17	15.24	2.89	16|16	32	16.0	556	TCPA_HUMAN
NSP6	P02786	TFRC	29|28	57	28.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	43.11	285.0	0.0	28.5	19.65	5.66	20|19	39	19.5	760	TFR1_HUMAN
NSP6	P42166	TMPO	198|176	374	187.0	2	13|18|54|48|52|0|0|0|49|49|48|58	1.0	1.0	1.0	1.0	1.0	44.3	3.42	0.0	154.58	116.71	4.46	29|28	57	28.5	694	LAP2A_HUMAN
NSP6	Q12933	TRAF2	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.43	25.0	0.0	2.5	2.61	13.0	2|3	5	2.5	501	TRAF2_HUMAN
NSP6	Q99615	DNAJC7	7|17	24	12.0	2	0|0|0|2|0|0|0|0|0|0|0|0	0.99	1.0	0.99	1.0	0.99	3.77	18.0	0.0	11.83	14.15	2.96	6|13	19	9.5	438	DNJC7_HUMAN
NSP6	O95801	TTC4	3|6	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	45.0	0.0	4.5	6.09	2.39	3|6	9	4.5	387	TTC4_HUMAN
NSP6	P49411	TUFM	2|4	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.99	1.0	0.99	3.77	30.0	0.0	3.0	3.45	1.54	2|4	6	3.0	455	EFTU_HUMAN
NSP6	P09936	UCHL1	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	7.05	8.67	3|3	6	3.0	223	UCHL1_HUMAN
NSP6	P78381	SLC35A2	5|5	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	50.0	0.0	5.0	6.67	2.86	2|3	5	2.5	393	S35A2_HUMAN
NSP6	O60701	UGDH	40|48	88	44.0	2	9|8|12|9|11|0|0|0|14|8|8|9	1.0	1.0	1.0	1.0	1.0	9.73	3.57	0.0	36.67	45.0	7.92	25|28	53	26.5	427	UGDH_HUMAN
NSP6	P45880	VDAC2	7|8	15	7.5	2	0|0|0|0|0|0|6|0|0|0|0|0	0.71	0.76	0.81	0.84	0.81	1.22	3.75	0.01	7.0	11.87	2.74	7|6	13	6.5	309	VDAC2_HUMAN
NSP6	Q9Y277	VDAC3	5|6	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.74	55.0	0.0	5.5	10.15	2.62	3|4	7	3.5	284	VDAC3_HUMAN
NSP6	Q86Y07	VRK2	66|64	130	65.0	2	0|0|0|3|2|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	60.19	39.0	0.0	64.58	66.61	3.99	26|28	54	27.0	508	VRK2_HUMAN
NSP6	Q9Y2G1	MYRF	5|5	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	50.0	0.0	5.0	2.28	1.49	5|5	10	5.0	1151	MYRF_HUMAN
NSP6	O76024	WFS1	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.2	25.0	0.0	2.5	1.47	1.94	2|3	5	2.5	890	WFS1_HUMAN
NSP6	P35219	CA8	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	5.42	inf	3|2	5	2.5	290	CAH8_HUMAN
NSP6	O43570	CA12	5|3	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	40.0	0.0	4.0	5.92	2.1	4|3	7	3.5	354	CAH12_HUMAN
NSP6	Q9Y6M5	SLC30A1	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	3.62	3.14	3|2	5	2.5	507	ZNT1_HUMAN
NSP6	Q14114	LRP8	6|2	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.14	40.0	0.0	4.0	2.18	4.0	6|2	8	4.0	963	LRP8_HUMAN
NSP6	P51149	RAB7A	15|20	35	17.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	24.47	175.0	0.0	17.5	44.3	6.84	10|11	21	10.5	207	RAB7A_HUMAN
NSP6	O75223	GGCT	5|4	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.73	45.0	0.0	4.5	12.54	5.71	3|4	7	3.5	188	GGCT_HUMAN
NSP6	Q00765	REEP5	4|5	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.8	45.0	0.0	4.5	12.48	2.19	3|4	7	3.5	189	REEP5_HUMAN
NSP6	Q7Z3C6	ATG9A	8|6	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.08	70.0	0.0	7.0	4.37	12.13	7|6	13	6.5	839	ATG9A_HUMAN
NSP6	Q9BVC6	TMEM109	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.17	20.0	0.0	2.0	4.31	2.89	2|2	4	2.0	243	TM109_HUMAN
NSP6	P27708	CAD	29|34	63	31.5	2	0|0|0|0|2|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.29	47.25	0.0	31.33	7.38	3.47	24|26	50	25.0	2225	PYR1_HUMAN
NSP6	Q8NC44	RETREG2	9|7	16	8.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.65	80.0	0.0	8.0	7.72	6.82	6|5	11	5.5	543	RETR2_HUMAN
NSP6	Q9BUN8	DERL1	8|7	15	7.5	2	0|0|0|0|0|0|4|0|0|0|0|0	0.85	0.87	0.91	0.93	0.91	2.19	5.62	0.01	7.17	16.26	2.49	4|4	8	4.0	231	DERL1_HUMAN
NSP6	Q96N66	MBOAT7	23|21	44	22.0	2	0|2|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	12.42	33.0	0.0	21.83	28.67	2.44	8|9	17	8.5	399	MBOA7_HUMAN
NSP6	Q7L5A8	FA2H	8|9	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.2	85.0	0.0	8.5	11.97	13.81	7|8	15	7.5	372	FA2H_HUMAN
NSP6	Q13838	DDX39B	27|25	52	26.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	39.0	260.0	0.0	26.0	31.83	4.1	14|15	29	14.5	428	DX39B_HUMAN
NSP6	Q6PJF5	RHBDF2	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	1.9	1.53	4|2	6	3.0	827	RHDF2_HUMAN
NSP6	Q5SY16	NOL9	10|7	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.65	85.0	0.0	8.5	6.34	6.7	7|6	13	6.5	702	NOL9_HUMAN
NSP6	Q7Z402	TMC7	17|14	31	15.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.39	155.0	0.0	15.5	11.23	13.21	11|11	22	11.0	723	TMC7_HUMAN
NSP6	Q8IZA0	KIAA0319L	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.11	25.0	0.0	2.5	1.25	0.56	2|3	5	2.5	1049	K319L_HUMAN
NSP6	O00124	UBXN8	15|15	30	15.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.99	150.0	0.0	15.0	29.11	3.94	7|7	14	7.0	270	UBXN8_HUMAN
NSP6	Q9BSC4	NOL10	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	2.77	1.92	3|4	7	3.5	662	NOL10_HUMAN
NSP6	Q7Z2K6	ERMP1	11|7	18	9.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	90.0	0.0	9.0	5.22	4.42	9|6	15	7.5	904	ERMP1_HUMAN
NSP6	Q8TBM8	DNAJB14	13|13	26	13.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	20.88	130.0	0.0	13.0	17.97	7.77	11|9	20	10.0	379	DJB14_HUMAN
NSP6	Q96JB5	CDK5RAP3	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	3.11	5.78	4|2	6	3.0	506	CK5P3_HUMAN
NSP6	Q9H6H4	REEP4	6|4	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	50.0	0.0	5.0	10.19	4.64	4|3	7	3.5	257	REEP4_HUMAN
NSP6	Q9BT67	NDFIP1	2|4	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	7.11	8.67	2|2	4	2.0	221	NFIP1_HUMAN
NSP6	O43169	CYB5B	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	35.0	0.0	3.5	12.23	5.06	3|3	6	3.0	150	CYB5B_HUMAN
NSP6	Q9C0E8	LNPK	10|11	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.32	105.0	0.0	10.5	12.86	6.5	7|6	13	6.5	428	LNP_HUMAN
NSP6	Q9NRG9	AAAS	16|16	32	16.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.38	160.0	0.0	16.0	15.36	4.31	10|10	20	10.0	546	AAAS_HUMAN
NSP6	Q96KA5	CLPTM1L	5|3	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	40.0	0.0	4.0	3.9	4.43	4|3	7	3.5	538	CLP1L_HUMAN
NSP6	Q01650	SLC7A5	21|25	46	23.0	2	3|0|0|2|4|0|0|0|7|8|2|3	1.0	1.0	1.0	1.0	1.0	5.14	3.63	0.0	20.58	21.27	2.39	8|8	16	8.0	507	LAT1_HUMAN
NSP6	Q9BVG9	PTDSS2	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	2.15	4.0	2|2	4	2.0	487	PTSS2_HUMAN
NSP6	Q8TCT9	HM13	13|12	25	12.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.53	125.0	0.0	12.5	17.37	2.77	3|4	7	3.5	377	HM13_HUMAN
NSP6	Q9H2H9	SLC38A1	6|4	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.73	50.0	0.0	5.0	5.38	3.33	4|4	8	4.0	487	S38A1_HUMAN
NSP6	Q9H3N1	TMX1	18|16	34	17.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.4	170.0	0.0	17.0	31.81	4.8	9|9	18	9.0	280	TMX1_HUMAN
NSP6	Q969M3	YIPF5	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	5.05	30.0	0.0	3.0	6.12	3.12	2|2	4	2.0	257	YIPF5_HUMAN
NSP6	Q9H1C4	UNC93B1	5|5	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.47	50.0	0.0	5.0	4.39	4.06	3|4	7	3.5	597	UN93B_HUMAN
NSP6	Q96GC9	VMP1	8|3	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	55.0	0.0	5.5	7.1	5.72	3|2	5	2.5	406	VMP1_HUMAN
NSP6	Q8NC67	NETO2	26|25	51	25.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	38.64	255.0	0.0	25.5	25.8	3.52	15|16	31	15.5	518	NETO2_HUMAN
NSP6	Q8TAA9	VANGL1	8|6	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	70.0	0.0	7.0	7.03	6.39	5|5	10	5.0	522	VANG1_HUMAN
NSP6	Q9H0U4	RAB1B	21|20	41	20.5	2	0|3|0|0|0|0|0|0|0|0|3|0	1.0	1.0	1.0	1.0	1.0	12.79	10.25	0.0	20.0	52.14	2.55	9|8	17	8.5	201	RAB1B_HUMAN
NSP6	Q96EE3	SEH1L	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.97	0.97	0.97	3.41	20.0	0.0	2.0	2.49	2.81	2|2	4	2.0	421	SEH1_HUMAN
NSP6	P49069	CAMLG	14|10	24	12.0	2	0|0|2|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.6	18.0	0.0	11.83	20.94	2.59	8|6	14	7.0	296	CAMLG_HUMAN
NSP6	Q13112	CHAF1B	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.87	26.0	2|2	4	2.0	559	CAF1B_HUMAN
NSP6	P27824	CANX	11|6	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.62	85.0	0.0	8.5	7.52	2.82	8|4	12	6.0	592	CALX_HUMAN
NSP6	O60353	FZD6	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	2.6	1.43	4|3	7	3.5	706	FZD6_HUMAN
NSP6	Q9BRR6	ADPGK	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.97	30.0	0.0	3.0	3.17	52.0	3|3	6	3.0	496	ADPGK_HUMAN
NSP6	P0DI83	RAB34	7|7	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	70.0	0.0	7.0	11.61	5.13	5|6	11	5.5	316	NARR_HUMAN
NSP6	Q02978	SLC25A11	8|5	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.41	65.0	0.0	6.5	11.24	5.45	3|2	5	2.5	303	M2OM_HUMAN
NSP6	Q9H0U3	MAGT1	12|10	22	11.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.55	110.0	0.0	11.0	15.71	4.14	4|4	8	4.0	367	MAGT1_HUMAN
NSP6	Q96JW4	SLC41A2	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.11	25.0	0.0	2.5	2.29	2.17	2|3	5	2.5	573	S41A2_HUMAN
NSP6	Q8IWA0	WDR75	7|6	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	4.1	3.63	7|5	12	6.0	830	WDR75_HUMAN
NSP6	Q8TED0	UTP15	12|9	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.79	105.0	0.0	10.5	10.62	4.75	8|8	16	8.0	518	UTP15_HUMAN
NSP6	Q9H6X2	ANTXR1	12|5	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.41	85.0	0.0	8.5	7.9	5.14	7|5	12	6.0	564	ANTR1_HUMAN
NSP6	Q9H9Y6	POLR1B	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	1.46	11.14	3|3	6	3.0	1079	RPA2_HUMAN
NSP6	Q8WVX9	FAR1	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	3.56	3.43	4|3	7	3.5	515	FACR1_HUMAN
NSP6	Q9BSR8	YIPF4	2|4	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.13	30.0	0.0	3.0	6.44	inf	2|2	4	2.0	244	YIPF4_HUMAN
NSP6	Q9BRX8	PRXL2A	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.11	25.0	0.0	2.5	5.72	5.2	2|3	5	2.5	229	PXL2A_HUMAN
NSP6	Q96NT0	CCDC115	4|4	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	40.0	0.0	4.0	11.64	2.93	2|3	5	2.5	180	CC115_HUMAN
NSP6	Q86VS8	HOOK3	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.46	0.83	2|2	4	2.0	718	HOOK3_HUMAN
NSP6	Q8N2G8	GHDC	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	3.2	2.94	3|3	6	3.0	491	GHDC_HUMAN
NSP6	Q13617	CUL2	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	1.0	0.98	3.47	25.0	0.0	2.5	1.76	2.36	2|2	4	2.0	745	CUL2_HUMAN
NSP6	Q13616	CUL1	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	1.0	1.0	1.0	5.59	30.0	0.0	3.0	2.03	4.59	2|3	5	2.5	776	CUL1_HUMAN
NSP6	O75882	ATRN	6|8	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	70.0	0.0	7.0	3.17	3.28	4|7	11	5.5	1156	ATRN_HUMAN
NSP6	Q8NFA0	USP32	17|15	32	16.0	2	3|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.39	16.0	0.0	15.75	5.15	2.31	15|14	29	14.5	1604	UBP32_HUMAN
NSP6	Q8TEQ8	PIGO	10|11	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.31	105.0	0.0	10.5	5.05	1.48	7|7	14	7.0	1089	PIGO_HUMAN
NSP6	Q53EU6	GPAT3	30|23	53	26.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.72	265.0	0.0	26.5	32.0	4.84	18|16	34	17.0	434	GPAT3_HUMAN
NSP6	Q03252	LMNB2	8|8	16	8.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.2	80.0	0.0	8.0	6.76	6.6	4|4	8	4.0	620	LMNB2_HUMAN
NSP6	Q9BRQ8	AIFM2	6|6	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	60.0	0.0	6.0	8.43	13.57	6|6	12	6.0	373	AIFM2_HUMAN
NSP6	Q8NBU5	ATAD1	2|4	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.25	30.0	0.0	3.0	4.35	4.59	2|3	5	2.5	361	ATAD1_HUMAN
NSP6	Q96EX2	RNFT2	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	4.13	inf	3|4	7	3.5	444	RNFT2_HUMAN
NSP6	Q96K49	TMEM87B	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	3.3	3.25	2|2	4	2.0	555	TM87B_HUMAN
NSP6	Q969X6	UTP4	12|7	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	95.0	0.0	9.5	7.26	21.48	10|7	17	8.5	686	UTP4_HUMAN
NSP6	Q96SK2	TMEM209	24|23	47	23.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.72	235.0	0.0	23.5	21.95	4.68	14|16	30	15.0	561	TM209_HUMAN
NSP6	Q96RS6	NUDCD1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.13	20.0	0.0	2.0	1.89	3.71	2|2	4	2.0	554	NUDC1_HUMAN
NSP6	P52429	DGKE	8|7	15	7.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	75.0	0.0	7.5	6.93	3.98	6|5	11	5.5	567	DGKE_HUMAN
NSP6	Q8IWB1	ITPRIP	21|21	42	21.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	32.78	210.0	0.0	21.0	20.12	8.34	16|15	31	15.5	547	IPRI_HUMAN
NSP6	Q9C0D9	SELENOI	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	3.96	14.18	2|3	5	2.5	397	EPT1_HUMAN
NSP6	Q96RP9	GFM1	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.02	35.0	0.0	3.5	2.44	1.37	3|4	7	3.5	751	EFGM_HUMAN
NSP6	Q9H2G9	BLZF1	15|16	31	15.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.9	155.0	0.0	15.5	20.31	7.98	14|13	27	13.5	400	GO45_HUMAN
NSP6	O15121	DEGS1	6|4	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	50.0	0.0	5.0	8.11	10.4	5|4	9	4.5	323	DEGS1_HUMAN
NSP6	O43688	PLPP2	6|7	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	11.83	6.5	3|4	7	3.5	288	PLPP2_HUMAN
NSP6	O60763	USO1	30|28	58	29.0	2	10|4|9|10|12|0|0|0|7|6|9|4	0.76	0.94	0.78	0.95	0.78	0.46	2.72	0.01	23.08	12.57	3.45	25|23	48	24.0	962	USO1_HUMAN
NSP6	O00442	RTCA	4|4	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	40.0	0.0	4.0	5.53	18.91	4|4	8	4.0	379	RTCA_HUMAN
NSP6	P63167	DYNLL1	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.03	35.0	0.0	3.5	20.61	3.03	3|4	7	3.5	89	DYL1_HUMAN
